basis_kind,seed,dictionary_seed,query,family,model_query_id,query_signature,query_description,select_rate,reference_rate,reference_ci_half_width,uses_concept,build_n
saelens_sae,20260521,0,2,concept_class_error,cifar10/saelens_sae/m20260521/d0/2,"[[{""concept"": 6, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: bottom_heavy AND label in {cat} AND model error),0.01725,0.0163,0.0024818824568460128,True,6000
saelens_sae,20260521,0,3,class_confusion,cifar10/saelens_sae/m20260521/d0/3,"[[{""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [9]}]]",(label in {frog} AND prediction in {truck}),0.001125,0.001,0.0006194964406677411,False,6000
saelens_sae,20260521,0,4,output_fp,cifar10/saelens_sae/m20260521/d0/4,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [9]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [9]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.85, ""values"": []}]]",(prediction in {truck} AND label not in {truck} AND confidence > 0.85),0.00125,0.0012,0.0006785564159301716,False,6000
saelens_sae,20260521,0,5,output_fp,cifar10/saelens_sae/m20260521/d0/5,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {cat} AND label not in {cat} AND confidence > 0.70),0.002125,0.0023,0.0009389013758643663,False,6000
saelens_sae,20260521,0,6,concept_class_error,cifar10/saelens_sae/m20260521/d0/6,"[[{""concept"": 1, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [5]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: brightness_high AND label in {dog} AND model error),0.005875,0.0061,0.001526132827246698,True,6000
saelens_sae,20260521,0,7,concept_class_error,cifar10/saelens_sae/m20260521/d0/7,"[[{""concept"": 5, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: top_heavy AND label in {cat} AND model error),0.004875,0.0048,0.0013546648860880684,True,6000
saelens_sae,20260521,0,8,class_confusion,cifar10/saelens_sae/m20260521/d0/8,"[[{""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [5]}, {""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [0]}]]",(label in {dog} AND prediction in {airplane}),0.001375,0.0014,0.0007328513126139573,False,6000
saelens_sae,20260521,0,9,concept_class_error,cifar10/saelens_sae/m20260521/d0/9,"[[{""concept"": 8, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [8]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: right_heavy AND label in {ship} AND model error),0.0045,0.0053,0.0014231152256932676,True,6000
saelens_sae,20260521,0,10,concept_class_error,cifar10/saelens_sae/m20260521/d0/10,"[[{""concept"": 1, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: brightness_high AND label in {cat} AND model error),0.009875,0.0086,0.0018097965428191091,True,6000
saelens_sae,20260521,0,11,confidence_error,cifar10/saelens_sae/m20260521/d0/11,"[[{""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [4]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(label in {deer} AND confidence > 0.70 AND model error),0.00775,0.0084,0.0017888090089218582,False,6000
spd,20260521,0,0,concept_class_error,cifar10/spd/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),0.0095,0.0094,0.0018913380507989577,True,6000
spd,20260521,0,1,output_fp,cifar10/spd/m20260521/d0/1,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [1]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [1]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {automobile} AND label not in {automobile} AND confidence > 0.70),0.005625,0.006,0.0015136479907825332,False,6000
spd,20260521,0,2,concept_class_error,cifar10/spd/m20260521/d0/2,"[[{""concept"": 6, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: bottom_heavy AND label in {cat} AND model error),0.01725,0.0163,0.0024818824568460128,True,6000
spd,20260521,0,3,class_confusion,cifar10/spd/m20260521/d0/3,"[[{""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [9]}]]",(label in {frog} AND prediction in {truck}),0.001125,0.001,0.0006194964406677411,False,6000
spd,20260521,0,4,output_fp,cifar10/spd/m20260521/d0/4,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [9]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [9]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.85, ""values"": []}]]",(prediction in {truck} AND label not in {truck} AND confidence > 0.85),0.00125,0.0012,0.0006785564159301716,False,6000
spd,20260521,0,5,output_fp,cifar10/spd/m20260521/d0/5,"[[{""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""label_not_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}]]",(prediction in {cat} AND label not in {cat} AND confidence > 0.70),0.002125,0.0023,0.0009389013758643663,False,6000
spd,20260521,0,6,concept_class_error,cifar10/spd/m20260521/d0/6,"[[{""concept"": 1, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [5]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: brightness_high AND label in {dog} AND model error),0.005875,0.0061,0.001526132827246698,True,6000
spd,20260521,0,7,concept_class_error,cifar10/spd/m20260521/d0/7,"[[{""concept"": 5, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: top_heavy AND label in {cat} AND model error),0.004875,0.0048,0.0013546648860880684,True,6000
spd,20260521,0,8,class_confusion,cifar10/spd/m20260521/d0/8,"[[{""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [5]}, {""concept"": -1, ""kind"": ""pred_in"", ""threshold"": 0.0, ""values"": [0]}]]",(label in {dog} AND prediction in {airplane}),0.001375,0.0014,0.0007328513126139573,False,6000
spd,20260521,0,9,concept_class_error,cifar10/spd/m20260521/d0/9,"[[{""concept"": 8, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [8]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: right_heavy AND label in {ship} AND model error),0.0045,0.0053,0.0014231152256932676,True,6000
spd,20260521,0,10,concept_class_error,cifar10/spd/m20260521/d0/10,"[[{""concept"": 1, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [3]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: brightness_high AND label in {cat} AND model error),0.009875,0.0086,0.0018097965428191091,True,6000
spd,20260521,0,11,confidence_error,cifar10/spd/m20260521/d0/11,"[[{""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [4]}, {""concept"": -1, ""kind"": ""confidence_gt"", ""threshold"": 0.7, ""values"": []}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(label in {deer} AND confidence > 0.70 AND model error),0.00775,0.0084,0.0017888090089218582,False,6000
