basis_kind,seed,dictionary_seed,query,family,model_query_id,query_signature,query_description,method,budget,rep,estimate,reference_rate,reference_ci_half_width,select_rate,uses_concept,abs_error,squared_error,build_label_cost,query_label_budget,first_query_label_cost,forward_cost,eval_accuracy,eval_nll,train_seconds
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),pca_comp,64,0,0.007495117187499999,0.0094,0.0018913380507989577,0.0095,True,0.0019048828125000014,3.6285785293579157e-06,6000,64,6064,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),random_comp,64,0,0.01683685745018116,0.0094,0.0018913380507989577,0.0095,True,0.0074368574501811596,5.5306848734315015e-05,6000,64,6064,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),mc,128,0,0.015625,0.0094,0.0018913380507989577,0.0095,True,0.006225,3.8750624999999996e-05,0,128,128,128,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),random_stratified,128,0,0.0,0.0094,0.0018913380507989577,0.0095,True,0.0094,8.836e-05,0,128,128,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),output_active,128,0,0.003997395833333333,0.0094,0.0018913380507989577,0.0095,True,0.0054026041666666675,2.9188131781684038e-05,0,128,128,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),ase_output,128,0,0.018422576003190486,0.0094,0.0018913380507989577,0.0095,True,0.009022576003190485,8.140687773334878e-05,0,128,128,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),embedding_ase,128,0,0.03260633680555555,0.0094,0.0018913380507989577,0.0095,True,0.023206336805555554,0.0005385340679328823,0,128,128,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),per_query_rf,128,0,0.00908499053030303,0.0094,0.0018913380507989577,0.0095,True,0.00031500946969697033,9.923096599876647e-08,6000,128,6128,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),internal,128,0,0.008102829391891893,0.0094,0.0018913380507989577,0.0095,True,0.0012971706081081075,1.6826515865395576e-06,6000,128,6128,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),output_comp,128,0,0.007267992424242423,0.0094,0.0018913380507989577,0.0095,True,0.002132007575757577,4.5454563030877004e-06,6000,128,6128,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),input_concept_comp,128,0,0.009512519496434937,0.0094,0.0018913380507989577,0.0095,True,0.00011251949643493672,1.2660637077971737e-08,6000,128,6128,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),embedding_comp,128,0,0.012954523533950615,0.0094,0.0018913380507989577,0.0095,True,0.003554523533950615,1.263463755340877e-05,6000,128,6128,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),pca_comp,128,0,0.015682091346153844,0.0094,0.0018913380507989577,0.0095,True,0.0062820913461538435,3.946467168142101e-05,6000,128,6128,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),random_comp,128,0,0.013862604597998618,0.0094,0.0018913380507989577,0.0095,True,0.004462604597998618,1.9914839798078405e-05,6000,128,6128,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),mc,256,0,0.0078125,0.0094,0.0018913380507989577,0.0095,True,0.0015875000000000004,2.520156250000001e-06,0,256,256,256,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),random_stratified,256,0,0.00973339876334668,0.0094,0.0018913380507989577,0.0095,True,0.00033339876334667964,1.111547354010953e-07,0,256,256,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),output_active,256,0,0.025308943054245994,0.0094,0.0018913380507989577,0.0095,True,0.01590894305424599,0.00025309446910324175,0,256,256,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),ase_output,256,0,0.004665798611111111,0.0094,0.0018913380507989577,0.0095,True,0.004734201388888889,2.241266279055749e-05,0,256,256,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),embedding_ase,256,0,0.02524993154372673,0.0094,0.0018913380507989577,0.0095,True,0.015849931543726728,0.00025122032994082355,0,256,256,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),per_query_rf,256,0,0.010745687724014337,0.0094,0.0018913380507989577,0.0095,True,0.0013456877240143363,1.8108754505628845e-06,6000,256,6256,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),internal,256,0,0.01949010398430205,0.0094,0.0018913380507989577,0.0095,True,0.010090103984302051,0.00010181019841402812,6000,256,6256,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),output_comp,256,0,0.020866253587996965,0.0094,0.0018913380507989577,0.0095,True,0.011466253587996965,0.00013147497134425326,6000,256,6256,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),input_concept_comp,256,0,0.012347028796799518,0.0094,0.0018913380507989577,0.0095,True,0.002947028796799518,8.684978729165615e-06,6000,256,6256,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),embedding_comp,256,0,0.01105049328926282,0.0094,0.0018913380507989577,0.0095,True,0.0016504932892628197,2.724128097901602e-06,6000,256,6256,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),pca_comp,256,0,0.007589992088607595,0.0094,0.0018913380507989577,0.0095,True,0.0018100079113924058,3.276128639303099e-06,6000,256,6256,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),random_comp,256,0,0.013024893508348902,0.0094,0.0018913380507989577,0.0095,True,0.0036248935083489017,1.313985294687001e-05,6000,256,6256,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),mc,512,0,0.0078125,0.0094,0.0018913380507989577,0.0095,True,0.0015875000000000004,2.520156250000001e-06,0,512,512,512,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),random_stratified,512,0,0.0015614827473958333,0.0094,0.0018913380507989577,0.0095,True,0.007838517252604166,6.144235271937317e-05,0,512,512,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),output_active,512,0,0.009265537930516602,0.0094,0.0018913380507989577,0.0095,True,0.00013446206948339832,1.808004812975824e-08,0,512,512,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),ase_output,512,0,0.006868901911540659,0.0094,0.0018913380507989577,0.0095,True,0.0025310980884593413,6.406457533402532e-06,0,512,512,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),embedding_ase,512,0,0.013252671317421704,0.0094,0.0018913380507989577,0.0095,True,0.0038526713174217037,1.4843076280083887e-05,0,512,512,3072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),per_query_rf,512,0,0.012840796671322159,0.0094,0.0018913380507989577,0.0095,True,0.0034407966713221588,1.1839081733381647e-05,6000,512,6512,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),internal,512,0,0.010333604144782911,0.0094,0.0018913380507989577,0.0095,True,0.0009336041447829107,8.716166991558301e-07,6000,512,6512,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),output_comp,512,0,0.014685947033762333,0.0094,0.0018913380507989577,0.0095,True,0.005285947033762332,2.79412360437408e-05,6000,512,6512,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),input_concept_comp,512,0,0.012814666544417118,0.0094,0.0018913380507989577,0.0095,True,0.0034146665444171175,1.1659947609561538e-05,6000,512,6512,9072,0.6813333630561829,0.95064377784729,223.4706225830596
sklearn_sdl,20260521,0,0,concept_class_error,cifar10/sklearn_sdl/m20260521/d0/0,"[[{""concept"": 2, ""kind"": ""concept"", ""threshold"": 0.0, ""values"": []}, {""concept"": -1, ""kind"": ""label_in"", ""threshold"": 0.0, ""values"": [6]}, {""concept"": -1, ""kind"": ""error"", ""threshold"": 0.0, ""values"": []}]]",(image concept: edge_high AND label in {frog} AND model error),embedding_comp,512,0,0.009765625,0.0094,0.0018913380507989577,0.0095,True,0.00036562499999999963,1.3368164062499973e-07,6000,512,6512,9072,0.6813333630561829,0.95064377784729,223.4706225830596
